"PassengerId","Survived","Pclass","Sex","Age","SibSp","Parch","Ticket","Fare","Cabin","Embarked","Title","SibSpGroups","ParchGroups","FamSize","FamSizeGroups","ticketnumber","ticket_id","TicketGroups","fare_outlier","FareGroups","Miss_Cabin","Deck","DeckGroups","Miss_Age","MiceAge","AgeGroups","Child","Mother","singleFemale"
760,1,1,"female",33,0,0,"110152",86.5,"B77","S","Rare Title","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",33,"Adult","Adult","Not Mother",1
761,0,3,"male",NA,0,0,"358585",14.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",23,"Adult","Adult","Not Mother",0
762,0,3,"male",41,0,0,"SOTON/O2 3101272",7.125,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",1,"Missing","M","Missing","age_known",41,"Adult","Adult","Not Mother",0
763,1,3,"male",20,0,0,"2663",7.2292,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
764,1,1,"female",36,1,2,"113760",120,"B96 B98","S","Mrs","1&2","1-3",4,"4","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",36,"Adult","Adult","Mother",0
765,0,3,"male",16,0,0,"347074",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",16,"Child","Child","Not Mother",0
766,1,1,"female",51,1,0,"13502",77.9583,"D11","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","D","BDE","age_known",51,"Adult","Adult","Not Mother",0
767,0,1,"male",NA,0,0,"112379",39.6,"Missing","C","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_missing",60,"Adult","Adult","Not Mother",0
768,0,3,"female",30.5,0,0,"364850",7.75,"Missing","Q","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",30.5,"Adult","Adult","Not Mother",1
769,0,3,"male",NA,1,0,"371110",24.15,"Missing","Q","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_missing",26,"Adult","Adult","Not Mother",0
770,0,3,"male",32,0,0,"8471",8.3625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
771,0,3,"male",24,0,0,"345781",9.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
772,0,3,"male",48,0,0,"350047",7.8542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",48,"Adult","Adult","Not Mother",0
773,0,2,"female",57,0,0,"S.O./P.P. 3",10.5,"E77","S","Mrs","0","0",1,"1&7","SO","Letter","Lowest","no",2,"Known","E","BDE","age_known",57,"Adult","Adult","Not Mother",1
774,0,3,"male",NA,0,0,"2674",7.225,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",40.5,"Adult","Adult","Not Mother",0
775,1,2,"female",54,1,3,"29105",23,"Missing","S","Mrs","1&2","1-3",5,"5","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",54,"Adult","Adult","Mother",0
776,0,3,"male",18,0,0,"347078",7.75,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
777,0,3,"male",NA,0,0,"383121",7.75,"F38","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Known","F","CF","age_missing",40,"Adult","Adult","Not Mother",0
778,1,3,"female",5,0,0,"364516",12.475,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",5,"Child","Child","Not Mother",1
779,0,3,"male",NA,0,0,"36865",7.7375,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",30,"Adult","Adult","Not Mother",0
780,1,1,"female",43,0,1,"24160",211.3375,"B3","S","Mrs","0","1-3",2,"2&3","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",43,"Adult","Adult","Mother",0
781,1,3,"female",13,0,0,"2687",7.2292,"Missing","C","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",13,"Child","Child","Not Mother",1
782,1,1,"female",17,1,0,"17474",57,"B20","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","B","BDE","age_known",17,"Child","Child","Not Mother",0
783,0,1,"male",29,0,0,"113501",30,"D6","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","D","BDE","age_known",29,"Adult","Adult","Not Mother",0
784,0,3,"male",NA,1,2,"W./C. 6607",23.45,"Missing","S","Mr","1&2","1-3",4,"4","W","Letter","Low","no",3,"Missing","M","Missing","age_missing",39,"Adult","Adult","Not Mother",0
785,0,3,"male",25,0,0,"SOTON/O.Q. 3101312",7.05,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",1,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
786,0,3,"male",25,0,0,"374887",7.25,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
787,1,3,"female",18,0,0,"3101265",7.4958,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",1
788,0,3,"male",8,4,1,"382652",29.125,"Missing","Q","Master","3+","1-3",6,"6","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",8,"Child","Child","Not Mother",0
789,1,3,"male",1,1,2,"C.A. 2315",20.575,"Missing","S","Master","1&2","1-3",4,"4","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",1,"Child","Child","Not Mother",0
790,0,1,"male",46,0,0,"PC 17593",79.2,"B82 B84","C","Mr","0","0",1,"1&7","PC","Letter","High","yes",4,"Known","B","BDE","age_known",46,"Adult","Adult","Not Mother",0
791,0,3,"male",NA,0,0,"12460",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",60,"Adult","Adult","Not Mother",0
792,0,2,"male",16,0,0,"239865",26,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",16,"Child","Child","Not Mother",0
793,0,3,"female",NA,8,2,"CA. 2343",69.55,"Missing","S","Miss","3+","1-3",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_missing",4,"Child","Child","Not Mother",0
794,0,1,"male",NA,0,0,"PC 17600",30.6958,"Missing","C","Mr","0","0",1,"1&7","PC","Letter","High","no",3,"Missing","M","Missing","age_missing",51,"Adult","Adult","Not Mother",0
795,0,3,"male",25,0,0,"349203",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",25,"Adult","Adult","Not Mother",0
796,0,2,"male",39,0,0,"28213",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",39,"Adult","Adult","Not Mother",0
797,1,1,"female",49,0,0,"17465",25.9292,"D17","S","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","D","BDE","age_known",49,"Adult","Adult","Not Mother",1
798,1,3,"female",31,0,0,"349244",8.6833,"Missing","S","Mrs","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",1
799,0,3,"male",30,0,0,"2685",7.2292,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",0
800,0,3,"female",30,1,1,"345773",24.15,"Missing","S","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",30,"Adult","Adult","Mother",0
801,0,2,"male",34,0,0,"250647",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",34,"Adult","Adult","Not Mother",0
802,1,2,"female",31,1,1,"C.A. 31921",26.25,"Missing","S","Mrs","1&2","1-3",3,"2&3","CA","Letter","Medium","no",3,"Missing","M","Missing","age_known",31,"Adult","Adult","Mother",0
803,1,1,"male",11,1,2,"113760",120,"B96 B98","S","Master","1&2","1-3",4,"4","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",11,"Child","Child","Not Mother",0
804,1,3,"male",0.42,0,1,"2625",8.5167,"Missing","C","Master","0","1-3",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",0.42,"Child","Child","Not Mother",0
805,1,3,"male",27,0,0,"347089",6.975,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
806,0,3,"male",31,0,0,"347063",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",0
807,0,1,"male",39,0,0,"112050",0,"A36","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Known","A","A","age_known",39,"Adult","Adult","Not Mother",0
808,0,3,"female",18,0,0,"347087",7.775,"Missing","S","Miss","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",1
809,0,2,"male",39,0,0,"248723",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",39,"Adult","Adult","Not Mother",0
810,1,1,"female",33,1,0,"113806",53.1,"E8","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",4,"Known","E","BDE","age_known",33,"Adult","Adult","Not Mother",0
811,0,3,"male",26,0,0,"3474",7.8875,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
812,0,3,"male",39,0,0,"A/4 48871",24.15,"Missing","S","Mr","0","0",1,"1&7","A","Letter","Lowest","no",3,"Missing","M","Missing","age_known",39,"Adult","Adult","Not Mother",0
813,0,2,"male",35,0,0,"28206",10.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",35,"Adult","Adult","Not Mother",0
814,0,3,"female",6,4,2,"347082",31.275,"Missing","S","Miss","3+","1-3",7,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",6,"Child","Child","Not Mother",0
815,0,3,"male",30.5,0,0,"364499",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",30.5,"Adult","Adult","Not Mother",0
816,0,1,"male",NA,0,0,"112058",0,"B102","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",0,"Known","B","BDE","age_missing",22,"Adult","Adult","Not Mother",0
817,0,3,"female",23,0,0,"STON/O2. 3101290",7.925,"Missing","S","Miss","0","0",1,"1&7","STON","Letter","Medium","no",2,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",1
818,0,2,"male",31,1,1,"S.C./PARIS 2079",37.0042,"Missing","C","Mr","1&2","1-3",3,"2&3","SC","Letter","High","no",4,"Missing","M","Missing","age_known",31,"Adult","Adult","Not Mother",0
819,0,3,"male",43,0,0,"C 7075",6.45,"Missing","S","Mr","0","0",1,"1&7","C","Letter","Medium","no",1,"Missing","M","Missing","age_known",43,"Adult","Adult","Not Mother",0
820,0,3,"male",10,3,2,"347088",27.9,"Missing","S","Master","3+","1-3",6,"6","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",10,"Child","Child","Not Mother",0
821,1,1,"female",52,1,1,"12749",93.5,"B69","S","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",52,"Adult","Adult","Mother",0
822,1,3,"male",27,0,0,"315098",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
823,0,1,"male",38,0,0,"19972",0,"Missing","S","Rare Title","0","0",1,"1&7","Number","Number","Medium","no",0,"Missing","M","Missing","age_known",38,"Adult","Adult","Not Mother",0
824,1,3,"female",27,0,1,"392096",12.475,"E121","S","Mrs","0","1-3",2,"2&3","Number","Number","Medium","no",2,"Known","E","BDE","age_known",27,"Adult","Adult","Mother",0
825,0,3,"male",2,4,1,"3101295",39.6875,"Missing","S","Master","3+","1-3",6,"6","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",2,"Child","Child","Not Mother",0
826,0,3,"male",NA,0,0,"368323",6.95,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",60,"Adult","Adult","Not Mother",0
827,0,3,"male",NA,0,0,"1601",56.4958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_missing",28.5,"Adult","Adult","Not Mother",0
828,1,2,"male",1,0,2,"S.C./PARIS 2079",37.0042,"Missing","C","Master","0","1-3",3,"2&3","SC","Letter","High","no",4,"Missing","M","Missing","age_known",1,"Child","Child","Not Mother",0
829,1,3,"male",NA,0,0,"367228",7.75,"Missing","Q","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",33,"Adult","Adult","Not Mother",0
830,1,1,"female",62,0,0,"113572",80,"B28","S","Mrs","0","0",1,"1&7","Number","Number","Medium","yes",4,"Known","B","BDE","age_known",62,"Adult","Adult","Not Mother",1
831,1,3,"female",15,1,0,"2659",14.4542,"Missing","C","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",15,"Child","Child","Not Mother",0
832,1,2,"male",0.83,1,1,"29106",18.75,"Missing","S","Master","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",0.83,"Child","Child","Not Mother",0
833,0,3,"male",NA,0,0,"2671",7.2292,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",19,"Adult","Adult","Not Mother",0
834,0,3,"male",23,0,0,"347468",7.8542,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",23,"Adult","Adult","Not Mother",0
835,0,3,"male",18,0,0,"2223",8.3,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Not Mother",0
836,1,1,"female",39,1,1,"PC 17756",83.1583,"E49","C","Miss","1&2","1-3",3,"2&3","PC","Letter","High","yes",4,"Known","E","BDE","age_known",39,"Adult","Adult","Not Mother",0
837,0,3,"male",21,0,0,"315097",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
838,0,3,"male",NA,0,0,"392092",8.05,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_missing",22,"Adult","Adult","Not Mother",0
839,1,3,"male",32,0,0,"1601",56.4958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",32,"Adult","Adult","Not Mother",0
840,1,1,"male",NA,0,0,"11774",29.7,"C47","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","C","CF","age_missing",52,"Adult","Adult","Not Mother",0
841,0,3,"male",20,0,0,"SOTON/O2 3101287",7.925,"Missing","S","Mr","0","0",1,"1&7","SOTON","Letter","Lowest","no",2,"Missing","M","Missing","age_known",20,"Adult","Adult","Not Mother",0
842,0,2,"male",16,0,0,"S.O./P.P. 3",10.5,"Missing","S","Mr","0","0",1,"1&7","SO","Letter","Lowest","no",2,"Missing","M","Missing","age_known",16,"Child","Child","Not Mother",0
843,1,1,"female",30,0,0,"113798",31,"Missing","C","Miss","0","0",1,"1&7","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",30,"Adult","Adult","Not Mother",1
844,0,3,"male",34.5,0,0,"2683",6.4375,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",34.5,"Adult","Adult","Not Mother",0
845,0,3,"male",17,0,0,"315090",8.6625,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",17,"Child","Child","Not Mother",0
846,0,3,"male",42,0,0,"C.A. 5547",7.55,"Missing","S","Mr","0","0",1,"1&7","CA","Letter","Medium","no",1,"Missing","M","Missing","age_known",42,"Adult","Adult","Not Mother",0
847,0,3,"male",NA,8,2,"CA. 2343",69.55,"Missing","S","Mr","3+","1-3",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_missing",50,"Adult","Adult","Not Mother",0
848,0,3,"male",35,0,0,"349213",7.8958,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",35,"Adult","Adult","Not Mother",0
849,0,2,"male",28,0,1,"248727",33,"Missing","S","Rare Title","0","1-3",2,"2&3","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",28,"Adult","Adult","Not Mother",0
850,1,1,"female",NA,1,0,"17453",89.1042,"C92","C","Mrs","1&2","0",2,"2&3","Number","Number","Medium","yes",4,"Known","C","CF","age_missing",21,"Adult","Adult","Not Mother",0
851,0,3,"male",4,4,2,"347082",31.275,"Missing","S","Master","3+","1-3",7,"1&7","Number","Number","Medium","no",4,"Missing","M","Missing","age_known",4,"Child","Child","Not Mother",0
852,0,3,"male",74,0,0,"347060",7.775,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",74,"Adult","Adult","Not Mother",0
853,0,3,"female",9,1,1,"2678",15.2458,"Missing","C","Miss","1&2","1-3",3,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",9,"Child","Child","Not Mother",0
854,1,1,"female",16,0,1,"PC 17592",39.4,"D28","S","Miss","0","1-3",2,"2&3","PC","Letter","High","no",4,"Known","D","BDE","age_known",16,"Child","Child","Not Mother",0
855,0,2,"female",44,1,0,"244252",26,"Missing","S","Mrs","1&2","0",2,"2&3","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",44,"Adult","Adult","Not Mother",0
856,1,3,"female",18,0,1,"392091",9.35,"Missing","S","Mrs","0","1-3",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",18,"Adult","Adult","Mother",0
857,1,1,"female",45,1,1,"36928",164.8667,"Missing","S","Mrs","1&2","1-3",3,"2&3","Number","Number","Medium","yes",4,"Missing","M","Missing","age_known",45,"Adult","Adult","Mother",0
858,1,1,"male",51,0,0,"113055",26.55,"E17","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","E","BDE","age_known",51,"Adult","Adult","Not Mother",0
859,1,3,"female",24,0,3,"2666",19.2583,"Missing","C","Mrs","0","1-3",4,"4","Number","Number","Medium","no",3,"Missing","M","Missing","age_known",24,"Adult","Adult","Mother",0
860,0,3,"male",NA,0,0,"2629",7.2292,"Missing","C","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_missing",19,"Adult","Adult","Not Mother",0
861,0,3,"male",41,2,0,"350026",14.1083,"Missing","S","Mr","1&2","0",3,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",41,"Adult","Adult","Not Mother",0
862,0,2,"male",21,1,0,"28134",11.5,"Missing","S","Mr","1&2","0",2,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",21,"Adult","Adult","Not Mother",0
863,1,1,"female",48,0,0,"17466",25.9292,"D17","S","Mrs","0","0",1,"1&7","Number","Number","Medium","no",3,"Known","D","BDE","age_known",48,"Adult","Adult","Not Mother",1
864,0,3,"female",NA,8,2,"CA. 2343",69.55,"Missing","S","Miss","3+","1-3",11,"8","CA","Letter","Medium","yes",4,"Missing","M","Missing","age_missing",4,"Child","Child","Not Mother",0
865,0,2,"male",24,0,0,"233866",13,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",24,"Adult","Adult","Not Mother",0
866,1,2,"female",42,0,0,"236852",13,"Missing","S","Mrs","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",42,"Adult","Adult","Not Mother",1
867,1,2,"female",27,1,0,"SC/PARIS 2149",13.8583,"Missing","C","Miss","1&2","0",2,"2&3","SC","Letter","High","no",2,"Missing","M","Missing","age_known",27,"Adult","Adult","Not Mother",0
868,0,1,"male",31,0,0,"PC 17590",50.4958,"A24","S","Mr","0","0",1,"1&7","PC","Letter","High","no",4,"Known","A","A","age_known",31,"Adult","Adult","Not Mother",0
869,0,3,"male",NA,0,0,"345777",9.5,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",2,"Missing","M","Missing","age_missing",23,"Adult","Adult","Not Mother",0
870,1,3,"male",4,1,1,"347742",11.1333,"Missing","S","Master","1&2","1-3",3,"2&3","Number","Number","Medium","no",2,"Missing","M","Missing","age_known",4,"Child","Child","Not Mother",0
871,0,3,"male",26,0,0,"349248",7.8958,"Missing","S","Mr","0","0",1,"1&7","Number","Number","Medium","no",1,"Missing","M","Missing","age_known",26,"Adult","Adult","Not Mother",0
